Time,Mass,HRR,Back Surface Temperature 1
[s],[g],[kW/m2],[K]
1,75.47,0.59,304.8
2,75.46,0.71,304.8
3,75.43,1.04,304.9
4,75.41,1.06,304.9
5,75.39,1.82,304.9
6,75.39,0.88,304.9
7,75.37,0.59,304.9
8,75.42,0.59,304.9
9,75.4,0.71,304.9
10,75.35,1.04,304.9
11,75.37,1.06,304.8
12,75.34,1.82,304.8
13,75.33,0.88,304.7
14,75.34,0.59,304.8
15,75.31,0.59,304.8
16,75.3,0.71,304.9
17,75.31,1.04,304.9
18,75.32,1.06,304.9
19,75.34,1.82,304.9
20,75.36,0.88,305.1
21,75.34,0.59,305.3
22,75.35,0.84,305.4
23,75.37,0.64,305.6
24,75.37,0.59,305.8
25,75.35,0.71,306
26,75.34,1.04,306.2
27,75.31,1.06,306.6
28,75.3,1.82,307
29,75.28,0.88,307.1
30,75.28,0.59,307.1
31,75.25,1.56,308
32,75.25,2.35,308.2
33,75.25,2.35,308.7
34,75.26,2.05,309.2
35,75.25,1.86,309.8
36,75.23,0.88,310.2
37,75.27,0.83,310.5
38,75.29,1.15,311.2
39,75.29,0.98,311.6
40,75.27,0.71,312.1
41,75.26,0.55,312.9
42,75.24,0.61,313.4
43,75.24,1.65,314.1
44,75.23,2.38,314.7
45,75.2,1.74,315.3
46,75.18,0.81,315.8
47,75.18,0.58,316.5
48,75.18,0.66,317.2
49,75.2,0.97,317.6
50,75.19,1.14,318.5
51,75.17,0.87,319.1
52,75.16,1.59,319.8
53,75.16,1.82,320.7
54,75.16,1.97,321.2
55,75.15,2.3,321.9
56,75.17,2.37,322.5
57,75.2,2.1,323.3
58,75.2,2.89,323.9
59,75.19,3.13,324.5
60,75.15,3.3,325
61,75.13,3.66,325.7
62,75.12,3.59,326.4
63,75.11,3.32,327.1
64,75.11,3.15,327.8
65,75.09,3.08,328.1
66,75.1,2.29,329.1
67,75.05,3.18,330.5
68,75.02,3.48,332.2
69,74.96,2.95,333.8
70,74.88,2.02,335
71,74.81,1.88,336.2
72,74.73,2.11,337.4
73,74.63,2.44,338.7
74,74.55,2.24,339.9
75,74.44,1.97,341.1
76,74.35,2.77,342.5
77,74.25,3.16,343.4
78,74.1,3.46,344.5
79,73.98,3.69,345.7
80,73.85,3.46,346.8
81,73.69,5.57,347.9
82,73.57,11.76,349
83,73.44,17.09,349.6
84,73.32,22.83,350.8
85,73.2,51.08,352
86,73.04,75.6,353
87,72.89,103.74,353.9
88,72.74,131.74,355.1
89,72.62,158.98,356.3
90,72.46,184.32,357.1
91,72.28,211.66,358
92,72.11,240.17,359.1
93,71.92,274.92,360.1
94,71.74,311.23,361
95,71.58,345.78,361.7
96,71.41,373.82,362.7
97,71.24,399.16,363.5
98,71.09,426.5,364.4
99,70.9,448.27,365.3
100,70.73,469.4,366.3
101,70.55,490.39,367.1
102,70.35,507.74,368
103,70.17,523.59,368.8
104,70,544.41,369.6
105,69.82,564.03,370.3
106,69.65,580.79,371.1
107,69.45,603.02,371.7
108,69.24,624.92,372.5
109,69.05,643.42,373.1
110,68.88,657.09,373.7
111,68.71,669.92,374.3
112,68.52,679.79,374.8
113,68.31,691.18,375.5
114,68.11,703.09,376.2
115,67.89,713.5,376.6
116,67.69,724.15,377.4
117,67.52,733.25,378
118,67.35,742.31,378.7
119,67.18,750.11,379.3
120,66.97,754.67,380
121,66.8,757.64,380.9
122,66.62,759.98,381.5
123,66.33,763.16,382.3
124,66.16,769.3,382.8
125,65.99,775.04,384.1
126,65.76,781.16,385.1
127,65.54,803.15,386.3
128,65.33,817.65,387.4
129,65.14,831.12,388.3
130,64.95,840.54,389.2
131,64.75,846.85,390.2
132,64.56,850.18,391.5
133,64.36,852.13,391.9
134,64.17,854,393
135,63.94,857.36,394
136,63.74,861.49,395.3
137,63.55,865.12,396.7
138,63.34,867.67,398.3
139,63.14,869.72,399.7
140,62.94,871.06,400.9
141,62.74,871.53,402.6
142,62.52,872.83,403.5
143,62.34,874.31,404.6
144,62.17,876.69,406.5
145,61.98,881.26,407.6
146,61.77,885.39,408.1
147,61.56,888.63,409.4
148,61.36,891.26,410.4
149,61.17,892.47,411.1
150,60.99,893.33,410.9
151,60.78,894.29,413.3
152,60.58,895.45,414.6
153,60.35,896.48,415.7
154,60.14,897.48,416.9
155,59.96,898.48,417.9
156,59.76,898.81,419
157,59.55,899.41,420.3
158,59.37,900.11,421.5
159,59.16,904.52,422.7
160,58.94,908.39,423.8
161,58.72,910.75,424.8
162,58.52,908.23,425.9
163,58.35,905.49,426.6
164,58.18,903.76,428
165,58.01,903.68,429.3
166,57.79,905.74,430.4
167,57.56,908.96,431.4
168,57.33,913.66,432.4
169,57.15,918.74,433.1
170,56.94,924.33,434.4
171,56.72,930.23,435.6
172,56.51,933.88,436.4
173,56.31,936.25,437.5
174,56.08,937.53,438.3
175,55.86,937.24,439.5
176,55.7,935.31,440.5
177,55.5,931.42,441.6
178,55.3,928.02,442.6
179,55.02,925.22,443.6
180,54.77,923.11,444.6
181,54.57,921.63,445.6
182,54.37,920.39,446.5
183,54.18,919.53,447.5
184,53.96,918.42,448.5
185,53.76,917.81,449.6
186,53.56,918.49,450.9
187,53.36,922.64,451.8
188,53.17,928.12,453
189,52.99,937.81,454.1
190,52.8,948.28,455.3
191,52.58,956.28,456.2
192,52.38,962.56,457.1
193,52.13,967.31,458
194,51.94,972.27,459
195,51.74,977.7,460
196,51.52,983.9,460.9
197,51.31,987.14,462
198,51.07,987.84,462.6
199,50.86,984.47,464
200,50.68,980.89,465.1
201,50.49,980.03,465.6
202,50.23,981.19,466.6
203,50.02,981.86,467.6
204,49.81,982.31,468.6
205,49.59,983.24,469.8
206,49.39,983.26,470.7
207,49.17,983.25,471.5
208,48.96,981.05,472.6
209,48.74,978.68,473.2
210,48.53,976.54,474.2
211,48.27,974.49,475.2
212,48.07,973.15,476.2
213,47.84,972.03,477.1
214,47.63,970.31,478.1
215,47.45,968.79,479.1
216,47.22,967.41,479.9
217,46.97,967.84,480.7
218,46.74,972.67,481.7
219,46.55,981.81,482.8
220,46.33,990.58,483.6
221,46.1,997.15,484.6
222,45.88,1003.02,485.8
223,45.64,1009.76,486.6
224,45.41,1014.86,487.3
225,45.23,1017.97,488
226,45.02,1020.8,488.9
227,44.79,1025.23,489.7
228,44.54,1028.81,490.3
229,44.32,1031.58,491.1
230,44.09,1031.88,491.7
231,43.85,1030.72,492.4
232,43.62,1029.93,492.9
233,43.43,1029.65,493.6
234,43.24,1029.68,494.2
235,43,1029.98,494.7
236,42.76,1030.99,495.5
237,42.53,1031.32,496.5
238,42.29,1031.09,497.1
239,42.04,1034.71,497.7
240,41.81,1040.94,498.5
241,41.58,1048.82,499.2
242,41.33,1055.09,499.8
243,41.12,1058.6,500.6
244,40.9,1059.07,501.3
245,40.69,1056.44,502.1
246,40.48,1052.81,502.6
247,40.23,1050.25,503.3
248,39.97,1048.59,504
249,39.75,1046.89,504.6
250,39.52,1046.3,505.1
251,39.32,1046.22,505.6
252,39.08,1053.19,506.2
253,38.85,1062.8,506.8
254,38.61,1070.4,507.3
255,38.36,1074.55,508
256,38.11,1079.2,508.7
257,37.9,1082.51,509.1
258,37.71,1085.38,509.7
259,37.46,1089.4,510
260,37.23,1094.42,510.7
261,36.98,1099.14,511.1
262,36.74,1103.14,511.5
263,36.49,1105.75,511.2
264,36.25,1107.47,511.5
265,36.01,1106.14,512.2
266,35.76,1102.62,512.9
267,35.53,1099.49,513.3
268,35.28,1097.73,513.8
269,35.05,1100.43,514.4
270,34.83,1104.88,515
271,34.57,1108.48,515.1
272,34.33,1111.93,516.5
273,34.13,1116.06,517.2
274,33.9,1119.35,518
275,33.69,1122.13,518.3
276,33.48,1124.9,519.3
277,33.24,1125.94,520.3
278,33.01,1125.7,521.2
279,32.78,1124.54,522.1
280,32.54,1124.06,522.8
281,32.29,1123.15,523.8
282,32.02,1122.34,525.1
283,31.78,1122.17,526.2
284,31.56,1123.17,527
285,31.35,1127.18,527.3
286,31.14,1133.3,528.7
287,30.89,1137.38,529.9
288,30.66,1140.55,530.8
289,30.4,1138.58,532.5
290,30.18,1134.27,533.8
291,29.97,1129.91,534.5
292,29.76,1126.89,536.6
293,29.53,1125.77,538.3
294,29.3,1124.98,539.9
295,29.11,1124.61,540.9
296,28.86,1124.25,542
297,28.62,1124.94,542.6
298,28.41,1125.29,543.8
299,28.18,1126.58,545
300,27.97,1128.24,543.2
301,27.72,1128.36,543.3
302,27.5,1128.1,544.9
303,27.27,1125.36,545.1
304,27.06,1119.51,545.1
305,26.85,1112.16,545.7
306,26.62,1104.96,545.5
307,26.4,1095.77,545.8
308,26.18,1087.85,546.4
309,25.94,1082.84,546.6
310,25.72,1079.8,546.6
311,25.5,1077.89,547.4
312,25.28,1076.96,548.1
313,25.06,1077.85,548.4
314,24.86,1084.76,549.2
315,24.63,1095.18,550.1
316,24.4,1104.65,550.5
317,24.16,1111.37,551
318,23.96,1112.3,551.1
319,23.76,1110.55,551.5
320,23.54,1108.87,552.2
321,23.33,1107.68,553
322,23.11,1106.67,553.3
323,22.92,1105.88,553.5
324,22.72,1105.51,553.6
325,22.49,1101.32,554.1
326,22.26,1093.95,554.2
327,22.08,1085.25,555
328,21.89,1075.98,555.6
329,21.68,1063.33,556.1
330,21.49,1045.42,556.7
331,21.28,1028.23,557.5
332,21.08,1015.26,558.2
333,20.88,1008.16,559
334,20.67,1005.28,560.2
335,20.48,1004.94,561.3
336,20.27,1004.64,561.9
337,20.05,1004.26,562.8
338,19.86,1004.13,563.4
339,19.68,1004.26,564.8
340,19.5,1003.64,566.1
341,19.28,1002.54,567
342,19.06,999.17,568.5
343,18.84,991.87,569.6
344,18.65,981.88,570.8
345,18.5,971.84,571.8
346,18.3,961.41,572.9
347,18.11,947.36,574.3
348,17.91,931.9,575.6
349,17.67,921.79,577.1
350,17.5,915.39,577.8
351,17.32,911.25,579.3
352,17.12,908.7,580.6
353,16.96,903.05,581.8
354,16.76,897.66,583.2
355,16.55,891.97,584.2
356,16.35,887.61,585.3
357,16.15,883.84,586.6
358,15.94,879.73,587.6
359,15.77,874.59,589.2
360,15.63,870.15,590.1
361,15.44,867.09,591.3
362,15.23,864.25,592.4
363,15.04,860.99,593.6
364,14.84,858.02,594.4
365,14.67,853.43,595.7
366,14.48,845.6,596.7
367,14.3,837.54,597.4
368,14.12,830.84,598.8
369,13.95,825.34,599.5
370,13.76,820.32,600.4
371,13.59,812.6,601.2
372,13.4,806.16,602.1
373,13.23,801.84,602.8
374,13.07,798.64,603.2
375,12.91,796.61,603.9
376,12.74,794.94,604.6
377,12.58,790.6,605
378,12.4,778.61,605.7
379,12.21,765.49,606.6
380,12.05,755.13,607.5
381,11.9,748.08,608.6
382,11.72,743.22,609.5
383,11.53,738.15,610.3
384,11.36,730.97,611.2
385,11.18,721.18,612.2
386,11.05,712.45,613.1
387,10.86,704.5,614.1
388,10.69,695.76,615
389,10.58,684.48,615.9
390,10.42,669.77,616.6
391,10.23,654.17,617.7
392,10.06,639.85,619
393,9.88,627.76,620.2
394,9.71,615.37,621.7
395,9.54,604.89,623
396,9.39,595.7,624.3
397,9.23,588.98,625.9
398,9.11,584.44,628.1
399,8.96,581.13,630.6
400,8.81,578.12,633.3
401,8.66,576.13,636.4
402,8.51,574.8,642.8
403,8.39,573.57,654.7
404,8.22,572.34,664
405,8.09,569.14,672.9
406,7.96,563.91,680.5
407,7.82,557.8,687.4
408,7.68,550.97,694.9
409,7.53,544.34,702.7
410,7.39,537.59,710.9
411,7.26,529.92,718.5
412,7.13,519.13,724.8
413,7,508.18,730.6
414,6.9,499.47,737.6
415,6.78,492.78,741.8
416,6.66,486.44,750.4
417,6.55,478.25,757.8
418,6.46,468.56,764
419,6.36,457.5,778.9
420,6.22,446,786.6
421,6.1,434.82,791.1
422,5.98,423.38,793.2
423,5.89,412.12,800.4
424,5.79,399.8,806.5
425,5.68,388.95,821.6
426,5.57,378.28,825.7
427,5.48,369.62,825.2
428,5.38,360.62,825.4
429,5.3,349.66,823.9
430,5.2,338.3,830.2
431,5.08,328.05,833.7
432,4.95,316.96,834.9
433,4.87,304.94,846.8
434,4.8,293.79,862.4
435,4.73,283.62,861.6
436,4.66,273.93,865.6
437,4.55,263.94,867.7
438,4.46,255.23,866.4
439,4.38,248.24,867.2
440,4.29,241.45,866.2
441,4.17,234.87,859.8
442,4.09,228.37,850.9
443,4.03,220.93,845.1
444,3.97,213.96,841
445,3.88,207.67,819.3
446,3.82,202.31,795.8
447,3.77,197.51,784
448,3.71,193.76,775.3
449,3.65,189.96,759.9
450,3.6,184.7,754.3
451,3.53,176.69,751.6
452,3.48,169.25,746.6
453,3.39,162.6,743.5
454,3.33,157.77,739.3
455,3.26,153.17,737.8
456,3.18,148.64,735.1
457,3.15,144.23,732.3
458,3.1,138.83,726.6
459,3.04,133.7,721.7
460,2.95,128.06,710
461,2.86,121.75,717.6
462,2.79,115.78,716.7
463,2.73,109.17,716.9
464,2.68,101.59,712.8
465,2.63,94.8,713.9
466,2.57,89.19,715.5
467,2.51,85.59,710.8
468,2.43,83.12,719.2
469,2.37,80.8,725.2
470,2.33,78.9,722.8
471,2.26,77.38,719.2
472,2.21,75.39,716
473,2.14,73.18,713.8
474,2.06,70.92,710.8
475,2,69.02,710.3
476,1.93,67.61,705.4
477,1.85,66.92,702.2
478,1.79,66.8,703.5
479,1.75,67.01,700.5
480,1.71,67.35,700.6
481,1.66,66.77,706.2
482,1.62,65.84,706.2
483,1.54,65.54,702.9
484,1.51,65.57,707.8
485,1.47,64.9,708.7
486,1.39,63.95,706.3
487,1.33,62.35,703.2
488,1.3,60.04,699.3
489,1.24,58.24,697.9
490,1.2,56,696
491,1.14,54.71,695.2
492,1.09,53.71,695.7
493,1.04,52.3,693.1
494,0.99,51.63,692.1
495,0.92,51.51,691.6
496,0.85,51.59,690.4
497,0.8,51.88,690.1
498,0.76,52.06,691.3
499,0.72,51.81,691
500,0.69,51.56,690.3
501,0.58,50.58,692.7
502,0.55,49.45,692.9
503,0.51,48.74,693
504,0.47,48.13,692.4
505,0.42,44.44,691.4
506,0.38,42.04,691.1
